user1,user2,interaction
1461,2517,dislike
2742,1535,dislike
1168,2257,like
1066,259,dislike
2613,2243,dislike
1115,1017,like
31,601,like
2759,1651,like
820,1232,dislike
828,1375,like
21,569,like
33,218,like
1870,1727,dislike
2143,902,dislike
679,2350,like
2882,2211,dislike
1383,58,like
1523,2546,dislike
917,361,like
1211,280,dislike
2668,2477,dislike
2632,149,dislike
1326,911,like
2597,2522,like
1926,1429,dislike
2900,709,like
1270,2165,like
1060,1447,dislike
1494,2186,dislike
1069,2457,like
826,855,dislike
2758,2391,like
134,1771,dislike
1161,1911,like
1085,187,like
2161,2747,dislike
854,2861,dislike
1023,1547,dislike
346,1256,like
49,229,dislike
874,1336,dislike
727,1157,dislike
1304,599,like
1438,1876,dislike
2423,228,dislike
2978,2863,dislike
543,43,like
619,925,dislike
2253,1890,like
2567,1982,like
1056,2555,like
1795,2429,like
860,2725,like
45,716,dislike
545,238,dislike
2489,541,dislike
1787,1730,like
2459,303,like
1259,621,dislike
1133,1268,dislike
2365,2170,dislike
1894,1921,dislike
2289,2049,like
1110,453,like
2770,2132,dislike
2827,1722,like
2171,1878,like
2361,2801,dislike
2027,272,like
1972,614,like
14,1073,like
2663,15,dislike
2006,2236,like
2726,2761,dislike
2188,718,like
2252,1552,like
2427,2506,dislike
1397,2851,dislike
2586,893,like
82,140,dislike
2228,202,dislike
228,1560,dislike
795,2898,like
7,1235,dislike
355,1787,like
1369,2325,like
860,1090,like
1447,268,like
2821,2544,dislike
1392,970,like
760,102,like
2441,14,like
709,2307,like
766,2712,dislike
1955,2468,like
73,2794,like
2178,523,dislike
290,708,dislike
978,2124,like
1551,744,dislike
2267,1149,like
2455,2627,dislike
243,2256,dislike
1946,2207,dislike
1807,2851,like
955,433,like
1128,90,like
236,2075,dislike
2216,627,like
1172,14,like
2700,1631,dislike
2924,2711,like
1046,2667,like
129,516,dislike
733,818,dislike
2773,1632,like
1252,909,dislike
615,2514,like
54,540,like
260,1846,dislike
1262,53,dislike
1744,918,like
2940,105,like
1259,276,like
1131,2639,like
2387,13,like
1725,611,like
89,985,dislike
1759,1724,dislike
204,551,dislike
2501,1916,dislike
2499,2796,dislike
309,378,dislike
11,259,like
2492,2086,like
2423,1220,like
2700,2494,like
1469,1436,dislike
2091,1915,like
1577,228,dislike
1703,1925,dislike
717,162,like
1353,2139,dislike
2478,2251,like
1588,1461,dislike
651,1021,like
671,430,dislike
757,2003,like
2944,1350,like
930,1439,dislike
1005,969,like
1758,1115,like
540,1605,like
2130,2637,dislike
1932,2773,dislike
2785,893,dislike
2700,1520,dislike
534,1719,dislike
1151,188,dislike
2637,1281,like
2659,2341,like
1659,232,like
106,1842,like
1340,2567,like
1671,2772,dislike
49,2004,like
2333,2178,dislike
1038,1373,dislike
2454,2677,dislike
362,1406,like
2694,768,like
2188,507,dislike
1863,2855,like
1583,36,like
1279,2891,like
1445,633,dislike
2248,1908,dislike
2906,2420,dislike
647,903,dislike
2078,2829,like
757,2248,like
629,2476,like
2049,1128,like
1687,1444,like
1041,2137,like
828,986,dislike
1856,632,like
2216,457,dislike
2792,1106,dislike
228,2367,dislike
2092,1638,dislike
784,1047,dislike
890,1786,dislike
2869,18,dislike
1426,1977,dislike
1787,2558,like
1482,645,like
1335,26,like
2823,2368,like
1389,1805,dislike
460,309,like
2502,1740,dislike
2158,282,dislike
1302,25,like
625,2784,like
133,1410,dislike
1373,625,like
1868,2409,like
2648,2390,like
2551,216,like
1813,2164,dislike
2213,504,dislike
1704,2102,dislike
637,223,dislike
1984,2495,like
2769,1979,like
2030,619,dislike
1324,1466,dislike
2901,2483,dislike
442,1090,like
210,756,dislike
1,1122,dislike
668,1663,dislike
1227,2594,dislike
542,718,dislike
2697,1968,like
2054,2085,like
1848,2414,dislike
2468,2076,like
2064,1566,like
311,1540,dislike
40,2504,dislike
230,1145,dislike
147,645,like
465,1175,dislike
1238,2544,dislike
1488,1293,dislike
1045,2198,like
521,972,dislike
2634,1144,dislike
471,1817,dislike
666,1089,like
2138,2399,like
1903,2117,dislike
1032,855,dislike
1604,1637,dislike
1743,1756,dislike
863,1809,dislike
2675,173,dislike
1628,2825,like
1171,2105,dislike
2271,2519,like
2113,2395,like
1642,2133,dislike
1526,1591,like
2020,796,like
453,110,dislike
1628,2615,like
1755,2262,dislike
2052,2779,like
2990,1705,like
2843,1354,like
2772,213,dislike
1106,2795,dislike
2736,1944,like
116,574,dislike
399,1077,dislike
1812,1429,like
2215,152,dislike
1976,789,like
1372,1782,like
2504,327,dislike
1844,632,dislike
2383,367,dislike
2748,224,like
334,2220,dislike
2623,1732,like
884,1593,dislike
2285,1,like
2220,2889,like
1796,2971,like
386,1628,like
1937,2144,like
55,2219,like
361,2431,dislike
2367,1748,like
1180,707,like
1105,402,like
576,468,dislike
450,2831,like
1092,1861,like
1532,87,dislike
71,1132,like
328,620,like
1143,2797,like
1104,347,dislike
1643,905,like
1068,1366,like
2486,2750,like
781,1478,dislike
178,2210,dislike
609,1890,like
2613,95,dislike
2381,2869,dislike
2069,616,like
2372,2346,dislike
355,2843,like
1967,2627,like
1385,1481,like
2279,2548,dislike
1321,2210,like
2458,389,like
1476,1547,dislike
1244,381,like
2076,101,dislike
1457,1558,like
131,1652,like
1158,1616,like
727,1351,dislike
2383,1630,dislike
2274,2632,dislike
1210,1855,like
1793,1673,like
2251,2026,dislike
2791,1096,dislike
713,177,like
2712,370,like
765,2511,dislike
732,1469,like
1830,692,dislike
850,458,dislike
388,2096,like
2663,22,like
1393,298,dislike
2467,461,dislike
1875,1407,dislike
455,1268,dislike
1701,1249,dislike
858,2485,like
378,1448,dislike
1386,1019,dislike
2853,2562,like
1673,2082,dislike
1187,810,like
2382,1144,dislike
2072,1801,like
250,2705,like
1939,2712,like
1500,2479,dislike
1780,2758,dislike
2073,705,dislike
872,2105,like
1971,2898,like
466,487,like
2844,1718,like
1982,2841,dislike
168,1180,like
1981,2112,like
1915,854,dislike
1870,2498,dislike
549,1323,like
1785,644,dislike
2495,1256,dislike
642,2249,like
966,1040,like
831,2257,dislike
318,2651,like
2465,1477,like
1525,156,like
2423,1869,dislike
560,2173,like
97,89,like
85,946,like
1528,1194,like
901,267,dislike
280,1794,like
1857,990,dislike
2499,749,dislike
1233,1864,like
2729,1689,like
2833,145,dislike
2565,2657,dislike
432,2351,dislike
333,2158,like
803,2036,like
1871,1046,like
941,725,like
1148,620,like
1845,838,dislike
386,1380,like
1885,428,dislike
2142,721,like
1758,2772,dislike
234,295,dislike
818,111,like
2649,996,dislike
1027,1306,dislike
327,370,like
1575,857,dislike
1746,1440,dislike
44,2849,like
1725,1420,like
2592,2610,dislike
376,1017,like
2618,2609,dislike
2809,2891,like
808,2224,like
1181,2663,like
1822,1625,dislike
594,2001,like
2026,1134,like
2333,1374,like
1303,773,dislike
2774,928,dislike
1926,2731,dislike
269,1697,dislike
1280,147,dislike
1307,689,like
1233,1540,dislike
2048,328,like
2822,2335,like
238,887,like
2704,619,like
2506,810,like
207,2121,dislike
743,0,like
2133,1429,dislike
122,894,dislike
849,636,dislike
2292,743,like
100,2896,like
1684,2019,dislike
1034,2289,dislike
1562,2912,dislike
1844,1755,dislike
1719,2025,like
2039,2916,like
1476,2438,dislike
1683,1743,dislike
1601,1851,dislike
563,1626,dislike
1283,1629,like
2964,121,like
2204,58,like
2477,579,dislike
1435,927,like
1269,1213,dislike
893,1377,like
2766,476,like
1840,1232,dislike
1939,1395,dislike
2938,2699,like
644,42,like
2963,1034,dislike
1384,974,dislike
2749,767,like
2809,945,dislike
116,1223,dislike
1099,1869,like
745,2476,like
2111,2550,like
1057,2357,like
1340,2111,like
1919,78,like
2247,1746,like
286,2298,like
2163,1618,dislike
2433,90,like
405,2102,dislike
1810,2609,dislike
1526,2086,dislike
2704,1148,like
60,2246,like
1783,2433,like
1663,2337,dislike
2382,2543,like
659,2309,dislike
2490,1626,dislike
2451,2079,dislike
2714,2266,like
580,1444,like
190,1777,dislike
2340,2112,dislike
1401,2837,dislike
1084,683,like
910,1801,dislike
424,623,dislike
2573,2551,dislike
479,486,dislike
1358,1098,dislike
1114,2167,like
121,539,like
713,991,like
209,2714,dislike
2033,507,dislike
1791,109,like
1239,1355,like
412,1948,dislike
2905,2770,like
2739,624,like
2049,1242,like
30,760,dislike
2390,2343,dislike
185,1097,dislike
1171,1412,like
91,1873,dislike
770,2732,dislike
2845,1908,like
1734,2076,like
1294,782,dislike
893,2756,dislike
1532,2500,like
1295,1768,like
676,2656,dislike
1859,300,dislike
243,1251,like
2290,1598,dislike
2180,1474,like
2210,2354,like
1044,1589,dislike
1723,1980,like
2554,45,like
1130,1429,dislike
2674,288,like
2604,596,like
1467,1714,like
1335,145,dislike
2115,664,dislike
47,1022,like
406,2148,dislike
950,1272,like
1449,2347,like
836,1396,like
2103,2605,dislike
2154,564,like
454,1450,dislike
2300,949,like
380,2688,like
1329,1639,dislike
1933,835,like
1112,2835,like
1942,167,dislike
1502,2755,like
527,2262,dislike
2666,1741,dislike
2585,2512,dislike
2889,2662,like
27,2950,like
851,2292,like
2308,2146,like
221,1678,like
644,999,like
234,2744,dislike
640,152,dislike
2885,2481,dislike
2086,2395,dislike
125,47,like
2644,309,like
2004,236,like
914,829,like
1795,1662,dislike
2863,1283,like
430,1458,like
2843,2919,dislike
2225,2752,like
1887,2479,dislike
2829,1907,dislike
1269,2903,like
382,146,like
1876,2605,like
2622,696,like
549,2980,like
2157,1209,like
2464,1233,like
2289,2554,dislike
2657,1471,dislike
145,2430,like
2590,2222,dislike
2918,2751,dislike
1978,2244,like
309,2237,like
2407,1669,dislike
37,1450,dislike
2573,2786,dislike
22,2942,like
927,179,dislike
2290,1482,like
1926,1519,like
80,1865,like
1015,1108,dislike
442,2965,like
924,1106,dislike
1387,1194,like
2660,1280,dislike
1270,560,like
543,371,dislike
670,1940,dislike
1352,1180,like
1562,2860,dislike
2601,2580,dislike
193,5,like
2122,2679,dislike
2874,273,like
1581,2124,dislike
391,1421,like
1478,1493,dislike
1093,2880,like
1436,469,like
2790,1456,like
1801,2681,like
661,1225,dislike
778,1684,like
1832,2357,dislike
2876,2966,dislike
2483,1315,like
2881,1773,like
2792,1606,dislike
790,1990,dislike
1738,1231,dislike
1964,2508,like
1356,2542,like
594,1722,dislike
52,2802,like
1452,1179,dislike
151,2167,like
2450,451,like
2519,661,dislike
2737,1450,dislike
1244,2884,like
438,1752,dislike
437,731,like
2083,2185,like
442,1699,like
1759,534,dislike
2589,1929,like
2513,873,like
1753,1816,like
1659,2724,dislike
887,1568,dislike
788,466,like
2723,2088,like
2658,1267,like
519,841,like
2444,370,like
1458,1637,like
262,73,like
2093,1903,like
1971,453,dislike
1296,2708,like
1967,812,like
970,1338,like
1134,2952,dislike
1109,945,like
2268,2575,dislike
2831,2811,dislike
2891,620,dislike
345,932,like
1551,1601,like
2346,595,like
2617,755,like
4,1854,dislike
2244,139,like
2649,2348,like
293,1018,like
226,875,like
1591,694,dislike
2731,1618,like
275,695,like
827,813,dislike
1382,1191,like
339,786,dislike
1028,2727,like
1118,2475,like
666,669,dislike
1576,2551,like
1689,1798,dislike
1435,700,dislike
1524,2558,dislike
1958,1080,dislike
269,2469,like
2069,2111,like
1660,642,like
816,683,dislike
2603,2913,dislike
154,2322,like
2180,423,like
2656,2428,dislike
402,1255,dislike
2225,2589,dislike
996,2564,like
1160,1547,like
297,313,dislike
2958,1762,dislike
2968,1356,like
1293,2227,dislike
1409,2985,dislike
1637,759,dislike
900,1547,like
62,1463,dislike
2373,467,dislike
503,2659,like
1534,108,dislike
169,2822,dislike
1656,2495,like
2922,2790,dislike
1214,1780,like
1980,2613,like
2189,2602,like
1420,1069,like
2619,2959,dislike
729,2159,dislike
900,1674,like
372,1066,like
855,1174,dislike
2022,1775,dislike
1887,2172,like
1851,1059,dislike
597,1013,like
1141,2738,dislike
1991,1530,like
2640,2148,like
2704,332,like
2594,784,like
563,2743,like
991,2906,like
1980,2606,dislike
2839,1184,like
2653,1033,like
529,1832,like
211,1118,like
24,2968,dislike
2173,1835,dislike
1560,2935,dislike
31,2455,dislike
1004,2654,like
169,2173,dislike
2484,1724,like
869,1329,like
2103,884,like
1829,1527,like
1094,1738,like
1821,2223,dislike
338,2941,dislike
153,2346,dislike
1917,2818,dislike
1682,2514,dislike
1822,2831,like
246,240,dislike
2371,1575,dislike
2563,1085,dislike
855,1311,like
1069,186,dislike
2699,2393,like
754,472,like
2234,207,like
2907,2195,like
1441,2003,dislike
181,1996,dislike
50,1102,like
2,235,like
933,349,like
1253,460,like
2311,560,dislike
1167,97,dislike
505,15,like
2990,344,like
447,934,like
614,1102,dislike
1649,764,dislike
2506,2941,like
2046,2664,dislike
2512,1753,like
1669,1836,dislike
1214,406,like
2335,2053,like
2769,2260,dislike
2207,2563,like
2902,1813,dislike
2585,153,dislike
335,2341,like
848,2327,dislike
1635,1636,like
1027,2027,like
1350,279,like
759,1903,dislike
2308,1385,like
2912,1885,dislike
44,532,dislike
1442,348,like
871,201,like
179,974,like
611,237,like
1306,158,like
990,2493,like
2856,405,like
2636,809,dislike
1565,1359,dislike
1381,852,dislike
1257,959,dislike
366,846,like
861,2586,like
2677,1176,like
2290,311,like
1669,2441,like
2456,1386,like
2222,2252,dislike
2808,2287,dislike
1885,757,like
457,1297,dislike
1999,1310,dislike
927,2868,like
1193,881,dislike
296,448,like
2252,1412,dislike
235,365,dislike
2401,2984,dislike
1506,1117,like
1160,2580,like
1004,1797,like
126,205,like
292,1069,dislike
243,602,like
2664,2078,dislike
2951,80,dislike
1950,2789,like
1777,667,like
1385,1474,dislike
1823,1494,like
123,1179,like
2524,1147,like
991,1538,like
1674,843,dislike
2667,1429,dislike
828,2680,dislike
1277,1770,like
1478,2834,like
296,2616,like
1373,2366,like
2751,972,like
2427,110,like
1798,1688,like
510,69,dislike
1490,2234,dislike
1908,2279,dislike
2773,1711,like
50,2884,like
2074,2003,like
2567,376,dislike
2745,2068,like
1863,45,dislike
582,918,dislike
1421,1592,like
2335,2642,dislike
1856,1492,like
1502,2063,dislike
2694,2082,dislike
475,2105,like
2229,2967,dislike
2482,2825,like
53,1495,dislike
1099,2105,dislike
1238,1520,dislike
1323,1197,dislike
601,1580,dislike
2803,838,dislike
172,728,dislike
907,2743,like
2903,35,like
1917,657,like
646,2607,like
2074,2868,like
2508,2196,like
1329,936,like
215,2373,dislike
1990,1389,like
2724,2662,like
2575,2567,dislike
2081,707,dislike
611,1967,like
1899,1815,like
1568,1379,dislike
1732,872,like
1218,845,dislike
817,1740,dislike
1336,101,like
2712,1922,dislike
1275,496,like
2768,79,like
2789,730,dislike
1510,569,dislike
2421,1078,like
2261,656,dislike
1716,757,like
397,2500,dislike
2025,1744,like
1626,2881,dislike
2064,730,like
718,2781,dislike
1882,48,dislike
2394,314,dislike
680,348,dislike
2079,2388,like
2420,1091,dislike
997,1899,like
2892,898,like
1185,411,dislike
2207,2796,like
2617,617,like
158,2406,dislike
1557,404,like
2709,2547,like
21,1839,dislike
1844,1113,dislike
1554,1744,dislike
1162,2118,like
2963,891,dislike
1720,893,dislike
1780,2725,like
926,730,dislike
1833,2540,dislike
867,1835,dislike
2162,2884,dislike
2818,1930,like
564,287,like
940,630,like
1256,715,dislike
1465,636,dislike
933,1188,dislike
2028,35,dislike
2539,1887,like
1766,323,dislike
1500,374,like
1338,2002,like
1630,570,like
112,490,dislike
2071,1593,dislike
1054,2338,dislike
479,947,dislike
653,2916,dislike
1712,691,dislike
622,507,dislike
876,2150,dislike
1791,192,dislike
1453,529,dislike
1971,1613,dislike
2509,741,like
2811,1719,dislike
1429,2127,dislike
288,1739,like
2454,2172,dislike
2352,558,like
1256,39,dislike
668,1109,dislike
925,1963,dislike
1823,974,dislike
662,780,like
1355,2455,dislike
1799,1468,dislike
1513,788,like
1018,1770,dislike
689,1602,like
279,1097,dislike
538,1427,like
1230,248,like
863,1142,like
1562,342,dislike
2902,906,dislike
728,1834,like
1935,898,dislike
1372,1938,like
2329,519,dislike
830,594,like
2204,2280,dislike
2420,2362,like
2886,1865,like
674,2894,dislike
1334,372,like
295,1366,dislike
1062,2810,like
339,2147,like
653,2667,like
1543,1860,dislike
2236,2378,like
2228,387,like
731,676,dislike
941,940,dislike
1482,1313,like
2298,885,like
1306,2558,like
2702,1982,dislike
119,788,dislike
1028,1281,dislike
7,1754,dislike
778,1557,dislike
1499,2994,like
900,1923,like
1296,39,dislike
575,2055,like
167,1129,like
1485,575,like
991,1362,dislike
969,1120,like
2216,747,like
2591,2861,like
958,2,dislike
2495,1241,like
2063,2352,like
698,228,dislike
1670,1151,dislike
1121,1461,dislike
2378,206,like
2159,631,like
1877,1615,dislike
2344,622,dislike
564,1444,dislike
2449,2720,dislike
2222,2833,like
2414,36,like
222,1004,like
2540,2946,dislike
693,1893,like
152,2550,dislike
2551,645,like
990,803,like
899,592,like
677,1192,dislike
888,48,dislike
2350,1848,like
1086,1990,like
2202,387,like
562,547,dislike
1705,2100,dislike
20,2463,dislike
1573,2073,dislike
2964,1105,like
2893,128,like
680,1585,like
1806,962,like
2916,1760,dislike
768,2601,dislike
438,284,dislike
1073,62,dislike
2418,180,like
2626,721,like
631,1026,like
1217,1602,dislike
561,2766,dislike
71,1899,like
1720,335,like
1834,994,like
2154,754,dislike
1010,477,like
1867,906,dislike
874,348,like
1586,2494,dislike
2415,140,like
1718,1665,like
2331,755,dislike
2083,605,dislike
508,2874,dislike
1352,462,like
70,304,like
1269,2138,like
1382,206,like
2705,1791,dislike
1424,543,dislike
52,1967,like
1625,174,like
1536,2250,dislike
699,63,dislike
1037,1242,dislike
1102,2438,dislike
578,400,dislike
37,155,like
1983,455,dislike
2765,515,like
1200,2685,like
2337,2534,like
1848,196,dislike
2385,719,dislike
1836,1349,dislike
1571,2312,dislike
1656,1525,dislike
174,1502,like
1351,1798,like
2645,1163,like
360,2861,like
1096,2299,like
1385,327,like
1745,927,like
1067,2739,like
2532,2478,like
2327,1276,dislike
274,87,dislike
1203,95,like
1784,2076,like
540,1384,dislike
2294,1990,like
1351,1463,like
1964,2208,dislike
1183,1295,dislike
549,1352,dislike
1831,779,like
1763,2769,like
2287,1428,dislike
1702,571,like
2587,2558,like
2365,440,dislike
589,1914,dislike
874,2135,dislike
720,156,like
208,1994,like
2560,1875,like
2061,2301,like
485,1610,like
145,2968,dislike
1702,2917,like
1536,2938,like
128,2217,like
1423,1107,like
430,2163,like
2377,2064,like
1320,735,like
306,1583,dislike
1902,2180,dislike
2346,2233,like
1287,1705,dislike
1815,542,like
62,2548,like
2877,60,dislike
905,885,dislike
701,322,dislike
2933,1506,like
2912,1552,like
1211,480,dislike
567,1134,like
2291,2831,like
123,757,like
2048,500,dislike
2882,507,dislike
2396,112,like
1521,1603,dislike
2297,2358,dislike
991,350,like
1033,2138,like
2584,2012,dislike
1018,2602,dislike
681,610,like
2697,1617,dislike
1408,113,dislike
622,636,dislike
1677,240,like
1009,1746,dislike
2823,1888,like
2429,1861,like
894,2769,like
501,2165,dislike
1475,1450,like
923,1122,like
1168,1307,dislike
1498,1430,like
2438,2192,like
1573,1635,dislike
2831,434,dislike
2657,1091,dislike
608,2784,dislike
475,1969,dislike
1780,441,dislike
93,1581,dislike
445,2001,dislike
1488,1380,like
1809,836,dislike
917,679,like
516,1977,dislike
153,323,like
1164,1468,like
766,288,like
2982,1374,like
2833,110,dislike
1963,2507,like
371,2760,dislike
1009,1447,dislike
358,181,like
90,1417,like
480,2954,like
2499,1053,like
2034,1679,dislike
1001,1010,like
1473,790,like
713,1118,like
875,588,like
227,1886,dislike
633,1994,dislike
723,990,dislike
1016,452,dislike
2690,692,dislike
1584,1167,dislike
2174,682,like
61,1395,dislike
2256,1727,dislike
1043,1900,like
838,2339,like
2363,2167,like
524,1275,like
25,1180,like
295,791,like
758,1421,like
46,728,dislike
1555,648,dislike
161,204,dislike
1428,2535,like
1899,1182,like
685,2511,dislike
400,2267,dislike
2915,700,dislike
1956,2536,dislike
2000,1452,dislike
1739,2511,dislike
412,2612,dislike
284,1529,like
984,2484,like
39,2076,like
1718,2471,dislike
624,2331,dislike
1659,516,like
1382,1788,like
805,2909,like
30,569,like
533,2472,dislike
1185,614,like
2563,1360,like
1014,812,dislike
214,954,dislike
2841,1846,dislike
949,2617,dislike
1451,1432,dislike
2115,2253,dislike
807,20,dislike
1074,997,like
2952,1317,dislike
2167,982,dislike
768,2140,dislike
1504,1097,like
71,1340,dislike
877,2902,dislike
1664,2869,dislike
2225,1233,like
1237,1565,like
2225,1384,like
192,419,like
777,192,dislike
1988,1990,like
963,1301,dislike
2512,2203,like
1686,1562,like
2574,2037,dislike
1931,359,like
2348,2256,dislike
1128,2367,dislike
2370,2762,like
942,1263,dislike
2566,2957,like
206,2538,dislike
1437,1401,dislike
1495,1857,dislike
2142,2661,like
2307,789,like
1177,551,like
2077,1953,dislike
706,391,like
1465,2574,dislike
1621,1124,dislike
1549,13,dislike
393,2189,dislike
2553,1633,like
527,1496,like
1498,508,dislike
426,1975,dislike
1759,2341,dislike
643,15,like
824,1020,like
2763,1677,dislike
1385,1214,dislike
1019,850,like
1753,2015,like
87,813,dislike
1583,2262,dislike
1674,1567,like
2718,1359,dislike
2822,2732,dislike
117,841,like
1356,1130,dislike
2224,154,dislike
1172,702,dislike
1182,2478,like
2525,1131,like
2678,1328,dislike
1148,660,dislike
994,1150,like
565,1467,like
1970,409,like
543,1455,dislike
2006,1215,like
2490,2841,like
2091,1638,like
2212,192,dislike
1735,2091,like
2588,1497,dislike
2380,2378,dislike
1898,177,dislike
968,1873,dislike
810,1449,dislike
2095,2856,dislike
1289,1983,dislike
2747,2018,dislike
2373,1593,dislike
952,2310,like
1083,2558,dislike
879,256,dislike
1514,2721,dislike
901,2897,like
197,1399,like
2805,1854,like
1033,2211,dislike
1588,610,like
284,2704,like
140,424,dislike
2420,1558,like
2962,596,dislike
2651,929,dislike
595,1389,dislike
1068,842,dislike
2211,1095,like
2613,1173,like
1591,1097,dislike
854,1894,like
1529,2921,dislike
2040,1442,dislike
791,199,dislike
2114,2954,dislike
1787,2848,dislike
383,2900,like
1321,1430,like
1022,2848,dislike
2263,2681,dislike
2547,859,dislike
236,1214,dislike
1072,1951,dislike
1353,2661,dislike
926,2493,like
2642,1660,like
2169,1969,dislike
1831,2296,like
187,2116,dislike
1315,860,dislike
450,1265,like
892,627,dislike
2184,1329,dislike
2096,1804,like
1438,1325,like
1940,2818,dislike
1080,2486,dislike
88,2485,dislike
1947,840,dislike
2809,109,dislike
2587,1702,like
1044,507,dislike
2316,1247,dislike
313,1682,like
2919,1415,dislike
2915,134,like
1482,47,like
525,1109,like
2783,1694,dislike
1616,744,like
1701,277,dislike
2482,2104,dislike
859,885,like
2571,495,dislike
1042,2072,like
131,153,dislike
2981,775,dislike
1095,571,like
806,1783,dislike
1790,2026,like
2078,1464,like
1208,1687,like
519,178,dislike
1629,2009,like
87,762,like
1334,1905,like
162,483,like
514,592,dislike
317,559,dislike
856,1549,like
431,2593,like
2344,2633,dislike
721,2658,dislike
1138,1244,like
755,2516,dislike
2695,1068,like
1956,1462,like
2849,896,dislike
1393,2805,dislike
1225,2273,like
1493,202,dislike
1335,2834,dislike
1588,365,dislike
1858,1785,dislike
1035,2112,dislike
1070,384,dislike
2195,411,like
2606,2559,dislike
1824,1038,like
2791,762,like
1359,695,dislike
343,1110,dislike
1595,857,like
786,731,dislike
901,1264,dislike
913,2400,dislike
292,1203,dislike
1760,567,like
239,1449,like
445,1645,like
2397,1575,like
1620,2586,like
2068,1426,like
1162,714,like
869,1158,dislike
1880,1155,dislike
2534,2934,like
788,434,like
459,789,dislike
920,2133,like
2703,170,like
774,1201,dislike
2660,2152,dislike
1203,1646,dislike
2095,1856,like
555,926,dislike
1481,1116,dislike
9,911,dislike
97,2827,like
627,1900,dislike
2612,2826,dislike
373,1743,dislike
1195,130,like
2311,1935,dislike
677,2259,dislike
2314,2003,like
2285,1562,like
606,2585,like
2270,1470,dislike
646,2648,dislike
1443,28,dislike
1229,1271,like
2316,589,like
2891,1048,like
449,1137,dislike
2138,1030,dislike
1001,742,like
1508,1308,like
130,575,dislike
742,1521,dislike
1085,642,like
2584,468,like
2707,2967,like
2636,2154,dislike
954,1950,like
2964,683,like
1818,2219,like
59,2215,dislike
510,1233,like
2986,2348,like
265,2300,like
2236,2324,dislike
682,2273,like
2484,2821,dislike
2390,2467,dislike
113,444,like
2444,53,dislike
1029,108,dislike
2984,1127,dislike
1367,324,dislike
1705,2006,like
2498,2822,like
70,535,dislike
1988,860,dislike
599,1236,like
2261,2862,like
1703,1594,dislike
1614,1856,dislike
2052,2748,like
234,3,like
1621,2153,dislike
2172,1573,dislike
1844,1612,dislike
1056,2981,like
248,2403,dislike
2848,403,dislike
1104,2286,like
2773,2708,dislike
2316,220,like
642,575,like
1761,2303,like
1006,1516,dislike
2618,2698,like
253,949,like
2368,383,like
1271,529,like
2552,824,like
2338,1955,like
1770,679,like
2381,2690,dislike
142,2689,dislike
2104,1043,dislike
1043,2502,dislike
588,88,dislike
748,1544,dislike
2546,715,dislike
1898,2502,like
1243,2261,like
2934,1886,dislike
2364,776,like
1215,1572,like
2474,81,dislike
1144,887,dislike
2294,128,like
1093,658,like
2880,2566,dislike
2043,945,like
437,1069,like
1347,2286,dislike
1179,2421,dislike
2058,543,dislike
1930,812,like
2952,578,dislike
1343,2272,like
1907,2611,like
286,760,like
1536,708,dislike
632,2167,like
1913,1042,dislike
758,1033,dislike
1563,2341,like
753,2,dislike
1996,2712,like
817,2626,like
1299,2155,dislike
148,2616,like
802,2528,dislike
351,1580,dislike
2008,866,dislike
2285,529,dislike
630,865,dislike
2015,804,like
2147,2763,dislike
2370,2224,dislike
2490,1140,like
730,2225,dislike
1078,1687,like
538,156,like
2749,2280,dislike
1851,52,dislike
147,1595,dislike
1469,752,like
1509,901,like
2397,798,dislike
1346,392,like
803,586,dislike
467,1950,dislike
1259,403,dislike
1429,1776,dislike
436,2137,like
2703,902,like
2328,1244,like
374,2896,like
395,2705,dislike
2325,2913,like
194,1904,like
503,1282,dislike
2101,2317,like
563,1623,dislike
1229,2880,dislike
2068,1587,like
2760,454,dislike
2090,2285,like
1294,2470,dislike
2277,2747,dislike
1419,991,dislike
55,2650,dislike
1614,1987,like
3,2326,dislike
1838,1820,like
1395,878,dislike
2481,2210,like
2172,1934,like
468,361,like
277,2506,like
2633,2461,dislike
854,2793,dislike
821,804,dislike
1198,1912,like
1351,1740,like
2342,2032,like
2053,2171,dislike
2096,2076,dislike
1570,2910,dislike
784,1835,dislike
2804,1281,like
2223,652,dislike
1448,2455,dislike
2015,1780,dislike
2832,2301,like
962,2290,like
2962,279,like
58,63,dislike
1233,763,dislike
399,1464,dislike
106,2652,dislike
783,616,dislike
250,149,dislike
1365,601,like
1216,639,dislike
1748,606,like
1169,17,dislike
2328,2459,like
375,741,like
1198,1769,like
117,1070,like
2524,2308,like
2351,2157,dislike
1100,1131,dislike
2926,19,dislike
675,835,dislike
2986,1226,like
1732,1496,like
2272,1732,dislike
2613,1173,dislike
2457,1650,dislike
67,348,dislike
1859,1209,like
1164,1226,like
1934,91,like
2942,195,dislike
72,2112,dislike
1577,491,like
1928,1963,like
408,2503,dislike
475,2834,like
1647,149,dislike
1580,1548,like
2576,1620,like
2407,2913,like
191,230,dislike
447,1082,dislike
2914,2020,like
426,1958,dislike
1033,1217,dislike
2947,790,like
1050,1653,dislike
2196,2053,like
1533,792,like
1016,532,like
2783,1852,dislike
1363,2049,dislike
349,120,dislike
1372,1520,like
224,2259,like
2767,1461,like
2394,155,dislike
1289,2576,like
1709,485,dislike
2894,2437,dislike
901,944,like
790,1447,dislike
2509,311,like
1249,2523,dislike
1517,749,dislike
